workclass,education,education-years,marital,occupation,relationship,race,sex,hours-per-week,natice-country,income
 State-gov, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K
 Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,40, Mexico, <=50K
 Private, HS-grad,9, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Priv-house-serv, Unmarried, White, Female,40, Mexico, <=50K
 Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,30, United-States, >50K
 Private, Some-college,10, Divorced, Exec-managerial, Own-child, White, Male,44, United-States, <=50K
 Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,46, United-States, <=50K
 Private, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States, >50K
 Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,38, United-States, <=50K
 Self-emp-not-inc, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,45, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Local-gov, HS-grad,9, Separated, Protective-serv, Unmarried, Black, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,60, United-States, <=50K
 Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,45, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,38, United-States, >50K
 Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,36, United-States, <=50K
 Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,44, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Private, Some-college,10, Divorced, Sales, Not-in-family, White, Male,50, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,47, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,16, Japan, <=50K
 Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,46, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 State-gov, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
 Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,40, United-States, <=50K
 Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Married-spouse-absent, Craft-repair, Other-relative, Black, Female,35, Dominican-Republic, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,60, United-States, >50K
 Private, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States, >50K
 Private, HS-grad,9, Never-married, Sales, Unmarried, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
 State-gov, Some-college,10, Never-married, Tech-support, Own-child, White, Female,10, United-States, <=50K
 Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,55, United-States, <=50K
 Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,30, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,53, United-States, <=50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,16, United-States, <=50K
 Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
 Private, 5th-6th,3, Never-married, Priv-house-serv, Own-child, White, Female,40, El-Salvador, <=50K
 Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,45, United-States, <=50K
 Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,70, United-States, <=50K
 Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,38, Jamaica, >50K
 State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
 State-gov, 11th,7, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40, India, <=50K
 Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,60, United-States, <=50K
 Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,25, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,40, United-States, <=50K
 Private, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,40, Puerto-Rico, <=50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,28, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, White, Female,38, United-States, <=50K
 Private, HS-grad,9, Widowed, Tech-support, Unmarried, White, Male,40, United-States, <=50K
 Local-gov, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Masters,14, Divorced, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Puerto-Rico, <=50K
 Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K
 Private, 11th,7, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,48, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, >50K
 Private, 10th,6, Widowed, Priv-house-serv, Not-in-family, White, Female,70, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,65, United-States, >50K
 Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,55, Italy, >50K
 Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,37, United-States, <=50K
 Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male,17, United-States, <=50K
 Private, Some-college,10, Never-married, Other-service, Own-child, Black, Female,15, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Assoc-voc,11, Divorced, Sales, Unmarried, White, Male,50, United-States, <=50K
 Private, 10th,6, Separated, Priv-house-serv, Not-in-family, Black, Female,30, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad,9, Separated, Protective-serv, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
 Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
 Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States, >50K
 Self-emp-not-inc, Masters,14, Divorced, Sales, Unmarried, White, Male,5, United-States, >50K
 Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,75, United-States, <=50K
 Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,68, United-States, >50K
 Private, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,65, United-States, <=50K
 Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
 Federal-gov, Some-college,10, Widowed, Transport-moving, Not-in-family, White, Female,18, United-States, <=50K
 Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,70, United-States, >50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, 12th,8, Separated, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
 Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,40, Mexico, <=50K
 Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K
 Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,60, United-States, <=50K
 Private, Bachelors,13, Widowed, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,50, United-States, <=50K
 Private, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,12, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,40, United-States, >50K
 Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,60, South, <=50K
 Local-gov, HS-grad,9, Widowed, Protective-serv, Not-in-family, Black, Male,40, United-States, <=50K
 Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,42, United-States, <=50K
 Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, >50K
 Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,37, Mexico, <=50K
 Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,30, United-States, <=50K
 State-gov, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,35, United-States, <=50K
 Private, 7th-8th,4, Never-married, Craft-repair, Own-child, Black, Male,40, United-States, <=50K
